SNO,Input Data,Target Data,Predicted Data
4329,amsangalaik,அம்சங்களைக்,அம்சங்களைைக்
4330,vittaargal,மறுத்து,மறுத்து
4331,meenkalukku,மீன்களுக்கு,மீன்களுக்கு
4332,nelsan,நெல்சன்,நெல்ச்ன
4333,sadhaveedhaththil,சதவீதத்தில்,சதவீதத்திில்
4334,bola,போலா,போலா
4335,siraj,சிராஜ்,சிராஜ்
4336,ipraakim,இப்ராகிம்,இப்ராகி்ம
4337,pae,பை,பபை
4338,noottriyettu,நூற்றியெட்டு,நூற்றியெ்டு
4339,now,நவ,நவ
4340,kaurava,கௌரவ,கௌரவ
4341,sollukkaana,சொல்லுக்கான,சொல்லுக்கான
4342,kurainthae,குறைந்தே,குறைந்தே
4343,thodarpukalaiyum,தொடர்புகளையும்,தொடர்புகளைும்
4344,inaiyaanathu,இணையானது,இணைானது
4345,incoa,இன்கா,இன்கா
4346,cooimbatoore,கோவை,கோோவை
4347,sankar,பிரபு,பிரபு
4348,padalankal,படலங்கள்,படலங்ககள்
4349,paavankalukku,பாவங்களுக்கு,பாவங்களுக்கு
4350,poaga,போக,போக
4351,azhaki,அழகி,அழழகி
4352,serbiyaa,செர்பியா,செர்பியா
4353,yerpadum,ஏற்படும்,ஏற்படமு்
4354,aayvukkatturaigal,ஆய்வுக்கட்டுரைகள்,ஆய்வுக்கட்டுரைகள்
4355,harres,ஹாரிஸ்,ஹாரிஸ்்
4356,vanthiyathevan,வந்தியத்தேவன்,வந்்தியத்தேவன்
4357,vilimpukal,விளிம்புகள்,விளிம்புகள்
4358,karache,கராச்சி,கராச்சி
4359,thogaiyaanthu,தொகையானது,தொகையானது
4360,kidaikkaathathaal,கிடைக்காததால்,கிடைக்காததாலல்
4361,tiipak,தீபக்,தீபகக்
4362,pallavargal,பல்லவர்கள்,பல்லவர்கள்
4363,kuvinthu,குவிந்து,குவி்நது
4364,suvasikka,சுவாசிக்க,சுவாசிக்க
4365,pirasaara,பிரசார,பிரசார
4366,aruppukkoottai,அருப்புக்கோட்டை,அருப்புக்கோட்டை
4367,thodarpukal,தொடர்புகள்,தொடர்புகள்
4368,angkeekariththullathu,அங்கீகரித்துள்ளது,அங்கீகரித்துள்ளத
4369,kaankiraar,காண்கிறார்,காண்கிறா்ர
4370,sangiliyal,சங்கிலியால்,சங்்கிலியால்
4371,vaangum,வாங்கும்,வாங்கு்ம
4372,pyjmies,பியார்,பியார்
4373,seerudaigal,சீருடைகள்,சீருடைகள்
4374,kofee,கோபி,கோபி
4375,kulumai,குளுமை,களுுமை
4376,thittamida,திட்டமிட,திட்டமிட
4377,shankar,பிரபு,பிரபு
4378,voulga,வோல்கா,வோல்கா
4379,intralavum,இன்றளவும்,இன்றளளவும்
4380,devalaya,தேவாலய,தேவாலய
4381,sattamaa,சட்டமா,சட்டமா
4382,sangamum,சங்கமும்,சங்கமும
4383,seyarpaadugalaiyum,செயற்பாடுகளையும்,செயற்பாடுகளையும்
4384,kulangkalaiyum,குளங்களையும்,குளஙங்களையும்
4385,dans,டான்ஸ்,டான்ஸ்
4386,tamilakatthaich,தமிழகத்தைச்,தமிிழகத்தைச்
4387,thokupilum,தொகுப்பிலும்,தொகுப்பிலும்
4388,villaikal,வில்லைகள்,வில்லைககள்
4389,samsaaram,சம்சாரம்,சம்சாரம்
4390,nerittathu,நேரிட்டது,நேரிட்டது
4391,colonygal,காலணிகள்,கலாணிகள்
4392,kaythikalin,கைதிகளின்,கைதிகளின்
4393,maembaalam,மேம்பாலம்,மேம்ாபலம்
4394,theettappattullathu,தீட்டப்பட்டுள்ளது,தீட்டப்பட்டுள்ளது
4395,zapaan,ஜப்பான்,பஜ்பான்
4396,baurnami,பெளர்ணமி,பெளர்ணமி
4397,chozhapuram,சோழபுரம்,சோழபுர்ம
4398,thondriyulladhu,தோன்றியுள்ளது,தோன்றியுள்ளளது
4399,saralamaka,சரளமாக,சரமாக
4400,indrith,இன்றித்,இன்றித்
4401,vaalvum,வாழ்வும்,வாழ்வும்
4402,pozguthil,மாலைப்,மாலைப்
4403,nuzhinththathu,நுழைந்தது,நுழைந்தது
4404,centar,சென்டர்,செ்டர்
4405,raiylhal,ரயில்கள்,ரயில்கள
4406,pandrikal,பன்றிகள்,பன்றிகள்
4407,adhilaeyae,அதிலேயே,அதிலேயே
4408,tiranalikalukkana,மாற்றுத்,ாமற்றுத்
4409,gunamaa,குணமா,குணமா
4410,sangavai,சங்கவை,சங்கவை
4411,mariner,மரைனர்,மரரைனர்
4412,oththadhae,ஒத்ததே,ஒத்தததே
4413,rupavauhini,ரூபவாஹினி,ரபவாஹினி
4414,paavankal,பாவங்கள்,பாவங்கள்
4415,kolal,கொளல்,கொல்
4416,pacq,பேக்,பேக்
4417,aakast,ஆகஸ்ட்,கஸ்ட்
4418,punaa,பூனா,பூனா
4419,agaththi,அகத்தி,அகத்தி
4420,tarunatthai,தருணத்தை,தருணத்தை
4421,yevar,எவர்,எவர்
4422,udagaththai,ஊடகத்தை,ஊடகத்தை
4423,azhiththadhu,அழித்தது,அழித்்தது
4424,mesion,மிஷன்,மிஷஷன்
4425,panpaadugazhin,பண்பாடுகளின்,பண்பாடுகளின்
4426,russian,ரஷ்யன்,ரஷய்ன்
4427,palakaiyin,பலகையின்,பலகையின்
4428,cheyalmuraiyai,செயல்முறையை,செயல்முறையை
4429,sivandhu,சிவந்து,சிவந்து
4430,leakkin,லீக்கின்,லீக்கின்
4431,pidikka,மீன்,மீனன்
4432,inralavum,இன்றளவும்,இன்றளவமு்
4433,viththiyaachaththil,வித்தியாசத்தில்,விததியாசத்தில்
4434,palagaiyil,பலகையில்,பலகையி்ல
4435,saranadainthaar,சரணடைந்தார்,ரசணடைந்தார்
4436,maalii,மாலி,மாலி
4437,tholainookki,தொலைநோக்கி,தொலைநோக்கி
4438,paipil,பைபிள்,பைபிள்
4439,kadithangalum,கடிதங்களும்,கடிதங்களும்
4440,thanthirankal,தந்திரங்கள்,தந்திரங்கள்
4441,douglass,டக்ளஸ்,டக்ளஸ்
4442,muyanrapoathu,முயன்றபோது,முயன்றபோது
4443,valikaattu,வழிகாட்டு,வழிகாட்டு
4444,qarachy,கராச்சி,கராசசி
4445,seiyappattapothu,செய்யப்பட்டபோது,சயெ்யப்பட்டபோது
4446,siva,சிவ,சவி
4447,padanggalukkum,படங்களுக்கும்,படங்களுக்ககும்
4448,kaark,கார்க்,கார்க்
4449,valaikudaa,வளைகுடா,வளைகுடா
4450,deviyar,தேவியர்,தேவியர்்
4451,choluku,சொல்லுக்கு,சொல்லு்ககு
4452,nalor,நல்லோர்,நநல்லோர்
4453,poattigalai,போட்டிகளை,போட்டிகைள
4454,vaguththaal,வகுத்தால்,வகுத்தால்
4455,kudaindhu,குடைந்து,கடுைந்து
4456,symon,சைமன்,சைமன்
4457,vladimir,விளாடிமிர்,வவிளாடிமிர்
4458,koolkalai,கோல்களை,கோல்்களை
4459,paantavarkal,பாண்டவர்கள்,பாண்டவ்கள்
4460,yoori,யூரி,யூரி
4461,thoatruvikka,தோற்றுவிக்க,தோற்றுவவிக்க
4462,vels,வெல்ஷ்,வெல்ஷ்
4463,naadukadaththa,நாடுகடத்த,நாடுகடத்த
4464,aappirikkaavukku,ஆப்பிரிக்காவுக்கு,ஆப்பிரிக்காவுக்கு
4465,urukkiya,உருக்கிய,உருக்கிய
4466,nikazhvai,நிகழ்வை,நிகழ்வை
4467,thoodhu,தூது,தூது
4468,maelavai,மேலவை,மேலவை
4469,ariyum,அறியும்,அறியும்
4470,puutaan,பூடான்,பூடடான்
4471,thamizhakatthai,தமிழகத்தை,தமிழகத்தை
